prospect;codigo_escola;cidade;UF;bairro_prospect;segmento_comercial;score_destaque;parceiro_mais_proximo;bairro_parceiro;parceiro_eh_unidade_propria;distancia_km;faixa_proximidade
COLEGIO CLASSE A UNIDADE II;50033239;Campo Grande;MS;MONTE CASTELO;Outras posições;0.529;COLEGIO CLASSE A;MONTE CASTELO;False;0.02;mesmo entorno (<=1km)
ABACO III COLEGIO;35481014;São Bernardo do Campo;SP;ASSUNCAO;Outras posições;0.518;ABACO COLEGIO;ASSUNCAO;False;0.04;mesmo entorno (<=1km)
CASSIANO RICARDO COLEGIO;35118564;Taubaté;SP;CENTRO;Desafiante (2º-5º local);0.719;PROGRESSAO COLEGIO;CENTRO;False;0.07;mesmo entorno (<=1km)
PESSOA COLEGIO;35802244;Franca;SP;PROLONGAMENTO VILA DUQUE DE CAXIAS;Outras posições;0.64;NOVO COLEGIO SISTEMA DE ENSINO DE FRANCA LTDA;VILA NOSSA SENHORA DAS GRACAS;False;0.09;mesmo entorno (<=1km)
COLEGIO LOGOSOFICO GONZALEZ PECOTCHE;31006157;Belo Horizonte;MG;SANTA EFIGENIA;Outras posições;0.925;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;0.18;mesmo entorno (<=1km)
COLEGIO ANCHIETA;27035018;Maceió;AL;JATIUCA;Outras posições;0.462;COLEGIO CONTATO MACEIO;JATIÚCA;False;0.21;mesmo entorno (<=1km)
OBJETIVO COLEGIO;35140193;Taubaté;SP;CENTRO;Desafiante (2º-5º local);0.76;PROGRESSAO COLEGIO;CENTRO;False;0.22;mesmo entorno (<=1km)
COLEGIO GRANDE PASSO;26173280;Recife;PE;BOA VIAGEM;Outras posições;0.694;MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II;BOA VIAGEM;False;0.23;mesmo entorno (<=1km)
COLEGIO GREGOR MENDEL;29182387;Salvador;BA;PITUBA;Outras posições;0.571;CURSO E COLEGIO LEFFLER;CAMINHO DAS ÁRVORES;False;0.31;mesmo entorno (<=1km)
COLEGIO DO SALVADOR;28017820;Aracaju;SE;JARDINS;Outras posições;0.816;COESI COLEGIO DE ORIENTACAO E ESTUDOS INTEGRADOS E ESCOLINHA DO RE MI EIRELI - EPP;GRAGERU;False;0.33;mesmo entorno (<=1km)
COLEGIO ROBERTO CARNEIRO;31041262;Divinópolis;MG;CENTRO;Desafiante (2º-5º local);0.889;INST N SRA DO SAGRADO CORACAO;CENTRO;False;0.34;mesmo entorno (<=1km)
COLEGIO BIONATUS;50030582;Campo Grande;MS;JARDIM DOS ESTADOS;Outras posições;0.465;COLEGIO HARMONIA - UNIDADE I;JARDIM DOS ESTADOS;False;0.4;mesmo entorno (<=1km)
COLEGIO MODULO;29182409;Salvador;BA;PITUBA;Outras posições;0.846;COLEGIO OFICINA;PITUBA;False;0.43;mesmo entorno (<=1km)
LA SALLE COLEGIO;35111454;Botucatu;SP;CENTRO;Desafiante (2º-5º local);0.59;ADV BOTUCATU UNIDADE IV COLEGIO;CENTRO;False;0.43;mesmo entorno (<=1km)
LUMIERE COLEGIO;35132986;São Paulo;SP;VILA GOMES CARDIM;Outras posições;0.579;AGOSTINIANO MENDEL COLEGIO;VILA GOMES CARDIM;False;0.47;mesmo entorno (<=1km)
ALFREDO JOSE BALBI DOUTOR ESCOLA DE APLICACAO;35111259;Taubaté;SP;CENTRO;Outras posições;0.476;PROGRESSAO COLEGIO;CENTRO;False;0.47;mesmo entorno (<=1km)
AMORIM COLEGIO;35808301;São Paulo;SP;VILA GOMES CARDIM;Outras posições;0.46;AGOSTINIANO MENDEL COLEGIO;VILA GOMES CARDIM;False;0.48;mesmo entorno (<=1km)
DE ANGELES UNID I COLEGIO;35288214;Araçatuba;SP;VILA ESTADIO;Outras posições;0.458;DELTA EDUCACIONAL;SAUDADE;False;0.48;mesmo entorno (<=1km)
COLEGIO MARISTA SANTA MARIA EI EF EM;41133153;Curitiba;PR;SAO LOURENCO;Desafiante (2º-5º local);0.859;COLEGIO DO BOSQUE MANANCIAIS;AHÚ;False;0.48;mesmo entorno (<=1km)
COLEGIO JARDINS LTDA;28072430;Aracaju;SE;JARDINS;Outras posições;0.517;COESI COLEGIO DE ORIENTACAO E ESTUDOS INTEGRADOS E ESCOLINHA DO RE MI EIRELI - EPP;GRAGERU;False;0.48;mesmo entorno (<=1km)
ELITE REDE DE ENSINO;35153795;Jaú;SP;VILA ASSIS;Desafiante (2º-5º local);0.714;ADV COLEGIO UNIDADE II;VILA ASSIS;False;0.49;mesmo entorno (<=1km)
IMACULADA INSTITUTO EDUCACIONAL;35112773;Campinas;SP;BOTAFOGO;Outras posições;0.777;COLEGIO POLIEDRO;TAQUARAL;True;0.49;mesmo entorno (<=1km)
NOTA 10 - UNIDADE GARCAS;50030116;Campo Grande;MS;MONTE CASTELO;Outras posições;0.548;COLEGIO CLASSE A;MONTE CASTELO;False;0.5;mesmo entorno (<=1km)
NOSSA SRA AUXILIADORA COLEGIO SALESIANO;35112586;Campinas;SP;JARDIM NOSSA SENHORA AUXILIADORA;Outras posições;0.782;COLEGIO POLIEDRO;TAQUARAL;True;0.51;mesmo entorno (<=1km)
COLEGIO ANGLO ALANTE SAO JOSE DOS CAMPOS;35137170;São José dos Campos;SP;JARDIM ESPLANADA;Desafiante (2º-5º local);0.823;POLIEDRO COLEGIO;JARDIM ESPLANADA;True;0.54;mesmo entorno (<=1km)
ALPHA LUMEN INSTITUTO;35561320;São José dos Campos;SP;JARDIM ESPLANADA II;Outras posições;0.788;POLIEDRO COLEGIO;JARDIM ESPLANADA;True;0.56;mesmo entorno (<=1km)
COLEGIO ADVENTISTA JARDIM DOS ESTADOS;50005618;Campo Grande;MS;JARDIM DOS ESTADOS;Outras posições;0.446;COLEGIO HARMONIA - UNIDADE I;JARDIM DOS ESTADOS;False;0.56;mesmo entorno (<=1km)
COPERNICO COLEGIO;35172613;Franca;SP;JARDIM VENEZA;Outras posições;0.428;NOVO COLEGIO SISTEMA DE ENSINO DE FRANCA LTDA;VILA NOSSA SENHORA DAS GRACAS;False;0.56;mesmo entorno (<=1km)
CONDE DOMINGOS COLEGIO;35060574;São Paulo;SP;TATUAPE;Outras posições;0.586;AGOSTINIANO MENDEL COLEGIO;VILA GOMES CARDIM;False;0.57;mesmo entorno (<=1km)
REDE DE ENSINO NOVO TEMPO;35186260;Santos;SP;EMBARE;Desafiante (2º-5º local);0.682;JEAN PIAGET UNIDADE II EEPG;APARECIDA;False;0.63;mesmo entorno (<=1km)
COLEGIO SANTA CLARA;15011097;Santarém;PA;SANTA CLARA;Desafiante (2º-5º local);0.579;COLEGIO DOM AMANDO;CENTRO;False;0.63;mesmo entorno (<=1km)
JANDYRA ANTUNES ROSA PROFESSORA COLEGIO;35152812;Limeira;SP;CENTRO;Desafiante (2º-5º local);0.724;SAO JOSE COLEGIO;CENTRO;False;0.64;mesmo entorno (<=1km)
TABLEAU COLEGIO;35168373;Taubaté;SP;JARDIM DAS NACOES;Outras posições;0.523;PROGRESSAO COLEGIO;CENTRO;False;0.64;mesmo entorno (<=1km)
CENTRO EDUCACIONAL DIVINOPOLIS-ANGLO;31291986;Divinópolis;MG;VILA BELO HORIZONTE;Desafiante (2º-5º local);0.885;INST N SRA DO SAGRADO CORACAO;CENTRO;False;0.64;mesmo entorno (<=1km)
PILARES COLEGIO;35140612;Santa Bárbara d'Oeste;SP;COLINA DE SANTA BARBARA;Desafiante (2º-5º local);0.45;IDEAL COLEGIO;CENTRO;False;0.64;mesmo entorno (<=1km)
SANTA MARCELINA COLEGIO;35111466;Botucatu;SP;CENTRO;Desafiante (2º-5º local);0.85;ADV BOTUCATU UNIDADE IV COLEGIO;CENTRO;False;0.65;mesmo entorno (<=1km)
COLEGIO BIONATUS II;50032100;Campo Grande;MS;JARDIM DOS ESTADOS;Desafiante (2º-5º local);0.791;COLEGIO HARMONIA - UNIDADE I;JARDIM DOS ESTADOS;False;0.65;mesmo entorno (<=1km)
NOVAESCOLA;50060015;Campo Grande;MS;JARDIM DOS ESTADOS;Outras posições;0.466;COLEGIO HARMONIA - UNIDADE I;JARDIM DOS ESTADOS;False;0.66;mesmo entorno (<=1km)
INTERATIVO CURSO E COLEGIO;35165116;São Carlos;SP;CENTRO;Outras posições;0.69;SAPIENS CURSO E COLEGIO;CENTRO;False;0.66;mesmo entorno (<=1km)
RAUL BAUAB DOUTOR FUNDACAO EDUCACIONAL COLEGIO;35115712;Jaú;SP;CHACARA BRAZ MIRAGLIA;Líder local;0.923;ADV COLEGIO UNIDADE II;VILA ASSIS;False;0.67;mesmo entorno (<=1km)
RIBEIRO MAIA COLEGIO;35430353;São Bernardo do Campo;SP;DOS CASA;Outras posições;0.459;ABACO COLEGIO;ASSUNCAO;False;0.67;mesmo entorno (<=1km)
COLEGIO PORTINARI;29343232;Salvador;BA;COSTA AZUL;Outras posições;0.691;COLEGIO OFICINA;PITUBA;False;0.7;mesmo entorno (<=1km)
CENTRO INTERESCOLAR OBJETIVO UNIDADE TATUAPE;35133395;São Paulo;SP;VILA GOMES CARDIM;Outras posições;0.606;AGOSTINIANO MENDEL COLEGIO;VILA GOMES CARDIM;False;0.73;mesmo entorno (<=1km)
NOTA 10 INTERNACIONAL - UNIDADE GENERAL OSORIO;50031783;Campo Grande;MS;MONTE CASTELO;Outras posições;0.576;COLEGIO CLASSE A;MONTE CASTELO;False;0.75;mesmo entorno (<=1km)
CIDADE RIO PRETO COLEGIO;35500033;São José do Rio Preto;SP;CENTRO;Outras posições;0.718;VEM SER COLEGIO;VILA NOSSA SENHORA DA PAZ;False;0.76;mesmo entorno (<=1km)
COLEGIO SANTA URSULA LTDA;27218244;Maceió;AL;JATIUCA;Desafiante (2º-5º local);0.83;COLEGIO CONTATO MACEIO;JATIÚCA;False;0.76;mesmo entorno (<=1km)
ELITE REDE DE ENSINO;35111247;Taubaté;SP;CENTRO;Outras posições;0.438;PROGRESSAO COLEGIO;CENTRO;False;0.77;mesmo entorno (<=1km)
OBJETIVO JUNIOR COLEGIO;35140995;Taubaté;SP;JARDIM DAS NACOES;Líder local;0.8;PROGRESSAO COLEGIO;CENTRO;False;0.77;mesmo entorno (<=1km)
COLEGIO MARIA MONTESSORI;50009060;Campo Grande;MS;CENTRO;Outras posições;0.687;COLEGIO HARMONIA - UNIDADE I;JARDIM DOS ESTADOS;False;0.77;mesmo entorno (<=1km)
INSTITUTO SAO JOSE;35111089;São José dos Campos;SP;JARDIM ESPLANADA II;Outras posições;0.659;POLIEDRO COLEGIO;JARDIM ESPLANADA;True;0.77;mesmo entorno (<=1km)
INTELECTUS RIO PRETO COLEGIO;35501918;São José do Rio Preto;SP;CENTRO;Outras posições;0.688;VEM SER COLEGIO;VILA NOSSA SENHORA DA PAZ;False;0.78;mesmo entorno (<=1km)
JARDIM DAS NACOES COLEGIO;35151282;Taubaté;SP;JARDIM DAS NACOES;Outras posições;0.694;PROGRESSAO COLEGIO;CENTRO;False;0.79;mesmo entorno (<=1km)
EXATUS COLEGIO E VESTIBULARES;35144228;São Paulo;SP;VILA ZILDA;Outras posições;0.598;AGOSTINIANO MENDEL COLEGIO;VILA GOMES CARDIM;False;0.8;mesmo entorno (<=1km)
COLEGIO SAGRADO CORACAO DE JESUS;31007111;Belo Horizonte;MG;SAVASSI;Outras posições;0.894;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;0.83;mesmo entorno (<=1km)
MULTIPLUS SCHOOL;35165773;Presidente Prudente;SP;VILA GUAIRA;Desafiante (2º-5º local);0.73;ESQUEMA UNICO EDUCACIONAL DE PRESIDENTE PRUDENTE;JARDIM PAULISTANO;False;0.83;mesmo entorno (<=1km)
PREVE JAU COLEGIO;35134429;Jaú;SP;CHACARA PECCIOLI;Outras posições;0.632;ADV COLEGIO UNIDADE II;VILA ASSIS;False;0.83;mesmo entorno (<=1km)
CURSO E COLEGIO UNI;35007524;São Carlos;SP;CENTRO;Desafiante (2º-5º local);0.691;SAPIENS CURSO E COLEGIO;CENTRO;False;0.87;mesmo entorno (<=1km)
COLEGIO RIACHUELO;43123988;Santa Maria;RS;CENTRO;Desafiante (2º-5º local);0.778;COLEGIO CORACAO DE MARIA;NOSSA SENHORA DAS DORES;False;0.87;mesmo entorno (<=1km)
ESCOLA TECNICA DE DIVINOPOLIS-INTEGRAL;31041181;Divinópolis;MG;CENTRO;Líder local;0.914;INST N SRA DO SAGRADO CORACAO;CENTRO;False;0.87;mesmo entorno (<=1km)
ESPIRITO SANTO COLEGIO;35101886;São Paulo;SP;TATUAPE;Outras posições;0.645;AGOSTINIANO MENDEL COLEGIO;VILA GOMES CARDIM;False;0.88;mesmo entorno (<=1km)
COL ADVENTISTA DE PLANALTINA;53006585;Brasília;DF;SETOR DE EDUCACAO (PLANALTINA);Outras posições;0.631;C DE ENS MEDIO DELTA;VILA BURITIS - SETOR RESIDENCIAL LESTE;False;0.88;mesmo entorno (<=1km)
COLEGIO PORTO;24088846;Natal;RN;LAGOA NOVA;Outras posições;0.852;COLGIO CONTEMPORANEO;LAGOA NOVA;False;0.9;mesmo entorno (<=1km)
COLEGIO ATLANTICO MACAE;33139881;Macaé;RJ;PRAIA CAMPISTA;Líder local;0.822;COLEGIO APROVADO;GRANJA DOS CAVALEIROS;False;0.9;mesmo entorno (<=1km)
COLEGIO ADVENTISTA PRESIDENTE PRUDENTE;35117134;Presidente Prudente;SP;VILA SANTA HELENA;Outras posições;0.458;ESQUEMA UNICO EDUCACIONAL DE PRESIDENTE PRUDENTE;JARDIM PAULISTANO;False;0.9;mesmo entorno (<=1km)
COLEGIO ACADEMIA;35192399;Jaú;SP;CENTRO;Desafiante (2º-5º local);0.741;ADV COLEGIO UNIDADE II;VILA ASSIS;False;0.91;mesmo entorno (<=1km)
COLEGIO PORTO ALVORADA ENSINO FUNDAMENTAL E MEDIO;35125982;Jaú;SP;JARDIM ALVORADA II;Desafiante (2º-5º local);0.773;ADV COLEGIO UNIDADE II;VILA ASSIS;False;0.92;mesmo entorno (<=1km)
BOM JESUS DIVINA PROVIDENCIA COL EDUC INF ENS FUND E MEDIO;41352866;Curitiba;PR;AHU;Desafiante (2º-5º local);0.867;COLEGIO DO BOSQUE MANANCIAIS;AHÚ;False;0.93;mesmo entorno (<=1km)
COLEGIO INTEGRAL;29182344;Salvador;BA;PITUBA;Outras posições;0.88;COLEGIO OFICINA;PITUBA;False;0.93;mesmo entorno (<=1km)
PRUDENTINA ESCOLA DE EDUCACAO BASICA;35121381;Presidente Prudente;SP;JARDIM ESPLANADA;Desafiante (2º-5º local);0.726;ESQUEMA UNICO EDUCACIONAL DE PRESIDENTE PRUDENTE;JARDIM PAULISTANO;False;0.94;mesmo entorno (<=1km)
ESCOLA DA ILHA;42110980;Florianópolis;SC;ITACORUBI;Outras posições;0.638;ESCOLA AUTONOMIA;ITACORUBI;False;0.95;mesmo entorno (<=1km)
BATISTA BRASILEIRO COLEGIO;35102751;São Paulo;SP;PERDIZES;Outras posições;0.56;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;0.96;mesmo entorno (<=1km)
SISTEMA EDUCACIONAL SOROCABA;35165578;Sorocaba;SP;PARQUE CAMPOLIM;Desafiante (2º-5º local);0.68;COLEGIO SER UNIDADE CAMPOLIM;PARQUE CAMPOLIM;False;0.96;mesmo entorno (<=1km)
COLEGIO MARISTA ALEXANDER FLEMING;50005405;Campo Grande;MS;VILA GOMES;Desafiante (2º-5º local);0.811;COLEGIO HARMONIA - UNIDADE I;JARDIM DOS ESTADOS;False;0.98;mesmo entorno (<=1km)
COLEGIO SANTO ANTONIO;31004812;Belo Horizonte;MG;SAVASSI;Desafiante (2º-5º local);0.947;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;1.0;mesmo entorno (<=1km)
SAO LUCAS COLEGIO;35121344;Jaú;SP;JARDIM NETINHO PRADO;Outras posições;0.684;ADV COLEGIO UNIDADE II;VILA ASSIS;False;1.0;mesmo entorno (<=1km)
COLEGIO ATENAS PASSOS;31223883;Passos;MG;CENTRO;Desafiante (2º-5º local);0.818;COL STATUS;CANJERANUS;False;1.0;mesmo entorno (<=1km)
CURSO COLEGIO MODULO LTDA;28018109;Aracaju;SE;INACIO BARBOSA;Desafiante (2º-5º local);0.874;COESI COLEGIO DE ORIENTACAO E ESTUDOS INTEGRADOS E ESCOLINHA DO RE MI EIRELI - EPP;GRAGERU;False;1.0;mesmo entorno (<=1km)
SOC DE EDUC INTEG HUMANA DO BRASIL;15528715;Santarém;PA;SANTISSIMO;Desafiante (2º-5º local);0.83;COLEGIO DOM AMANDO;CENTRO;False;1.02;muito proximo (1-2km)
COLEGIO STELLA MARIS;41133692;Curitiba;PR;JUVEVÊ;Outras posições;0.466;COLEGIO PASSIONISTA NOSSA SENHORA MENINA;JUVEVÊ;False;1.04;muito proximo (1-2km)
SANTA MARCELINA COLEGIO;35102805;São Paulo;SP;PERDIZES;Outras posições;0.845;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;1.04;muito proximo (1-2km)
COLEGIO MARISTA SANTA MARIA;43121900;Santa Maria;RS;CENTRO;Desafiante (2º-5º local);0.793;COLEGIO CORACAO DE MARIA;NOSSA SENHORA DAS DORES;False;1.05;muito proximo (1-2km)
LA SALLE SAO CARLOS COLEGIO DIOCESANO;35115253;São Carlos;SP;VILA PRADO;Outras posições;0.687;SAPIENS CURSO E COLEGIO;CENTRO;False;1.07;muito proximo (1-2km)
COL IMACULADA CONCEICAO;31118320;Passos;MG;CENTRO;Desafiante (2º-5º local);0.769;COL STATUS;CANJERANUS;False;1.07;muito proximo (1-2km)
COL CHROMOS CENTRO;31363294;Belo Horizonte;MG;CENTRO;Outras posições;0.699;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;1.08;muito proximo (1-2km)
PESTALOZZI ESCOLA UNIDADE I;35114467;Franca;SP;CIDADE NOVA;Desafiante (2º-5º local);0.685;NOVO COLEGIO SISTEMA DE ENSINO DE FRANCA LTDA;VILA NOSSA SENHORA DAS GRACAS;False;1.08;muito proximo (1-2km)
COLEGIO SALESIANO DOM BOSCO;50007858;Campo Grande;MS;CENTRO;Outras posições;0.715;COLEGIO CLASSE A;MONTE CASTELO;False;1.09;muito proximo (1-2km)
COLEGIO SAPIENS - UNIDADE JARDIM AMERICA;11000252;Porto Velho;RO;SÃO JOÃO BOSCO;Outras posições;0.501;CENTRO DE ENSINO CLASSE A;CENTRO;False;1.11;muito proximo (1-2km)
ESCOLA SEB THATHI;35141434;Araçatuba;SP;PARQUE BAGUACU;Líder local;0.833;DELTA EDUCACIONAL;SAUDADE;False;1.11;muito proximo (1-2km)
COLEGIO LONDON UNIDADE II;35006933;São José do Rio Preto;SP;CENTRO;Outras posições;0.695;VEM SER COLEGIO;VILA NOSSA SENHORA DA PAZ;False;1.15;muito proximo (1-2km)
ESCOLA SANTA TERESINHA;21095752;Imperatriz;MA;CENTRO;Líder local;0.821;COMPLEXO EDUCACIONAL DOM BOSCO;CENTRO;False;1.17;muito proximo (1-2km)
EMILIO RIBAS COLEGIO DE ENSINO MEDIO;35288032;Pindamonhangaba;SP;JARDIM CRISTINA;Desafiante (2º-5º local);0.6;PROGRESSAO COLEGIO;ALTO DO CARDOSO;False;1.19;muito proximo (1-2km)
OVER COLEGIO E CURSO;24285323;Natal;RN;LAGOA NOVA;Outras posições;0.721;COLGIO CONTEMPORANEO;LAGOA NOVA;False;1.21;muito proximo (1-2km)
ADVENTISTA DE SAO CARLOS COLEGIO;35115277;São Carlos;SP;JARDIM MACARENGO;Outras posições;0.6;SAPIENS CURSO E COLEGIO;CENTRO;False;1.21;muito proximo (1-2km)
CENTRO EDUCACIONAL OBJETIVO UNIDADE AQUARIUS;35134259;São José dos Campos;SP;JARDIM SERIMBURA;Outras posições;0.675;POLIEDRO COLEGIO;JARDIM ESPLANADA;True;1.22;muito proximo (1-2km)
COLEGIO PARTHENON BOM CLIMA;35133115;Guarulhos;SP;MACEDO;Líder local;0.868;MATER AMABILIS COLEGIO;JARDIM MAIA;False;1.22;muito proximo (1-2km)
PORTAL DE LIMEIRA COLEGIO;35811142;Limeira;SP;CENTRO;Desafiante (2º-5º local);0.616;SAO JOSE COLEGIO;CENTRO;False;1.22;muito proximo (1-2km)
ESCOLA SEB UNIDADE SERRA;31007153;Belo Horizonte;MG;SERRA;Outras posições;0.873;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;1.22;muito proximo (1-2km)
COLEGIO TORRICELLI UNIDADE I;35529503;Guarulhos;SP;VILA CAMARGOS;Outras posições;0.603;MATER AMABILIS COLEGIO;JARDIM MAIA;False;1.24;muito proximo (1-2km)
PROGRESSO CAMPINEIRO COLEGIO;35112513;Campinas;SP;CAMBUI;Desafiante (2º-5º local);0.891;COLEGIO POLIEDRO;TAQUARAL;True;1.25;muito proximo (1-2km)
COLEGIO FRANCISCANO SANT ANNA;43121896;Santa Maria;RS;CENTRO;Outras posições;0.596;COLEGIO CORACAO DE MARIA;NOSSA SENHORA DAS DORES;False;1.25;muito proximo (1-2km)
COLEGIO VICENTINO SAO JOSE;41133285;Curitiba;PR;ABRANCHES;Outras posições;0.583;COLEGIO DO BOSQUE MANANCIAIS;AHÚ;False;1.25;muito proximo (1-2km)
COLEGIO OBJETIVO DE NATAL;24057193;Natal;RN;LAGOA NOVA;Outras posições;0.725;COLGIO CONTEMPORANEO;LAGOA NOVA;False;1.25;muito proximo (1-2km)
ENIAC COLEGIO DE INFORMATICA;35108224;Guarulhos;SP;CENTRO;Outras posições;0.517;MATER AMABILIS COLEGIO;JARDIM MAIA;False;1.26;muito proximo (1-2km)
COLEGIO FAAT ENSINO FUNDAMENTAL E MEDIO;35185243;Atibaia;SP;CENTRO;Outras posições;0.444;SAO JOSE EXTERNATO;JARDIM BRASIL;False;1.27;muito proximo (1-2km)
COL DEL REY;31294900;Passos;MG;COIMBRAS;Líder local;0.842;COL STATUS;CANJERANUS;False;1.27;muito proximo (1-2km)
COLEGIO DE CIENCIAS PURA E APLICADA;28017803;Aracaju;SE;GRAGERU;Outras posições;0.851;COESI COLEGIO DE ORIENTACAO E ESTUDOS INTEGRADOS E ESCOLINHA DO RE MI EIRELI - EPP;GRAGERU;False;1.28;muito proximo (1-2km)
CENTRO DE EDUCACAO INTEGRADA MAIS LTDA;24350303;Natal;RN;LAGOA NOVA;Outras posições;0.866;COLGIO CONTEMPORANEO;LAGOA NOVA;False;1.28;muito proximo (1-2km)
SAO DOMINGOS COLEGIO;35102829;São Paulo;SP;PERDIZES;Outras posições;0.579;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;1.28;muito proximo (1-2km)
BEIT YAACOV ESCOLA;35127991;São Paulo;SP;VARZEA DA BARRA FUNDA;Outras posições;0.517;COLEGIO POLIEDRO DE EDUCACAO;AGUA BRANCA;True;1.32;muito proximo (1-2km)
COLEGIO BERNOULLI;31350664;Belo Horizonte;MG;LOURDES;Outras posições;0.823;COLEGIO ARNALDO - UNIDADE FUNCIONARIOS;FUNCIONÁRIOS;False;1.33;muito proximo (1-2km)
CENTRO DE EXCELENCIA MASTER;28032322;Aracaju;SE;JARDINS;Líder local;0.905;COESI COLEGIO DE ORIENTACAO E ESTUDOS INTEGRADOS E ESCOLINHA DO RE MI EIRELI - EPP;GRAGERU;False;1.33;muito proximo (1-2km)
CARLOS DRUMMOND DE ANDRADE COLEGIO;35142759;São Paulo;SP;TATUAPE;Outras posições;0.418;AGOSTINIANO MENDEL COLEGIO;VILA GOMES CARDIM;False;1.33;muito proximo (1-2km)
COLEGIO DOM BOSCO UNIDADE AHU;41127781;Curitiba;PR;AHÚ;Outras posições;0.576;COLEGIO PASSIONISTA NOSSA SENHORA MENINA;JUVEVÊ;False;1.35;muito proximo (1-2km)
GUILHERME DE ALMEIDA COLEGIO UNIDADE I;35131945;Guarulhos;SP;JARDIM TIJUCO;Outras posições;0.737;MATER AMABILIS COLEGIO;JARDIM MAIA;False;1.36;muito proximo (1-2km)
CENTRO DE EDUCACAO INTEGRADA S A - ROMUALDO;24069191;Natal;RN;LAGOA NOVA;Desafiante (2º-5º local);0.909;COLGIO CONTEMPORANEO;LAGOA NOVA;False;1.36;muito proximo (1-2km)
SANTO ANTONIO DE LISBOA COLEGIO;35101904;São Paulo;SP;TATUAPE;Outras posições;0.664;AGOSTINIANO MENDEL COLEGIO;VILA GOMES CARDIM;False;1.38;muito proximo (1-2km)
C EDUCACIONAL SAGRADA FAMILIA;53001192;Brasília;DF;ASA NORTE;Outras posições;0.739;C EDUCACIONAL SIGMA - ASA NORTE;ASA NORTE;False;1.39;muito proximo (1-2km)
LITTERATUS COLEGIO;35153126;Itatiba;SP;JARDIM ALTO DE SANTA CRUZ;Desafiante (2º-5º local);0.735;NEXT COLEGIO;JARDIM NOSSA SENHORA DAS GRACAS;False;1.39;muito proximo (1-2km)
ESCOLA NOSSA SENHORA DA LUZ;29396174;Salvador;BA;PITUBA;Outras posições;0.676;COLEGIO OFICINA;PITUBA;False;1.4;muito proximo (1-2km)
EINSTEIN COLEGIO;35186429;Ribeirão Preto;SP;JARDIM CALIFORNIA;Outras posições;0.813;COLEGIO SANTA URSULA DE RIBEIRAO PRETO;JARDIM IRAJA;False;1.4;muito proximo (1-2km)
